date,description,amount,category
2024-11-05,CVS Pharmacy,45.27,Healthcare
2024-11-05,Delta Airlines,3121.83,Travel
2024-11-05,Coursera,47.66,Education
2024-11-05,Lyft,371.43,Transport
2024-11-05,Health Insurance,599.16,Healthcare
2024-11-05,City Clinic,300.12,Healthcare
2024-11-05,Health Insurance,1372.08,Healthcare
2024-11-05,Best Buy,318.63,Shopping
2024-11-06,Best Buy,771.36,Shopping
2024-11-06,AMC Theatres,122.31,Entertainment
2024-11-06,Olive Garden,95.99,Dining
2024-11-06,Udemy,374.81,Education
2024-11-06,Water Utility,293.78,Utilities
2024-11-06,McDonald's,113.74,Dining
2024-11-06,Marriott,2111.55,Travel
2024-11-06,Booking.com,3258.07,Travel
2024-11-06,Netflix,116.69,Entertainment
2024-11-06,Target,387.33,Shopping
2024-11-07,Marriott,309.72,Travel
2024-11-07,Uber,113.16,Transport
2024-11-07,Udemy,669.54,Education
2024-11-07,Trader Joe's,98.73,Groceries
2024-11-07,Starbucks,37.61,Dining
2024-11-07,Housing Society,1904.68,Housing
2024-11-07,Chipotle,155.9,Dining
2024-11-07,Uber,32.62,Transport
2024-11-07,Monthly Rent,2067.51,Housing
2024-11-07,Walmart,118.26,Groceries
2024-11-08,Booking.com,2480.88,Travel
2024-11-08,Bookstore,1490.8,Education
2024-11-08,Exam Board,901.73,Education
2024-11-08,Bookstore,1061.67,Education
2024-11-08,Property Mgmt,2233.58,Housing
2024-11-08,Olive Garden,49.02,Dining
2024-11-08,Netflix,253.61,Entertainment
2024-11-08,Udemy,1717.9,Education
2024-11-08,CVS Pharmacy,1091.12,Healthcare
2024-11-09,Gas Provider,202.62,Utilities
2024-11-09,Macy's,240.68,Shopping
2024-11-09,Whole Foods,77.31,Groceries
2024-11-09,Property Mgmt,1228.37,Housing
2024-11-09,AMC Theatres,109.11,Entertainment
2024-11-09,Marriott,2780.25,Travel
2024-11-09,Macy's,429.22,Shopping
2024-11-09,City Clinic,932.48,Healthcare
2024-11-09,Bookstore,1711.57,Education
2024-11-10,McDonald's,81.36,Dining
2024-11-10,Amazon,372.56,Shopping
2024-11-10,Exam Board,934.08,Education
2024-11-10,Comcast,222.07,Utilities
2024-11-10,AMC Theatres,244.17,Entertainment
2024-11-10,Starbucks,21.52,Dining
2024-11-11,Metro Transit,97.29,Transport
2024-11-11,Marriott,346.11,Travel
2024-11-11,Airbnb,3385.97,Travel
2024-11-11,Spotify,199.23,Entertainment
2024-11-11,Amazon,501.91,Shopping
2024-11-11,Chipotle,158.66,Dining
2024-11-11,Amazon,40.28,Shopping
2024-11-11,Monthly Rent,1094.11,Housing
2024-11-11,LabCorp,1117.09,Healthcare
2024-11-11,Health Insurance,1327.38,Healthcare
2024-11-11,Booking.com,1115.58,Travel
2024-11-11,City Clinic,103.66,Healthcare
2024-11-11,Monthly Rent,2583.83,Housing
2024-11-11,Health Insurance,172.87,Healthcare
2024-11-11,Chipotle,125.34,Dining
2024-11-12,Uber,120.94,Transport
2024-11-12,Gas Provider,135.97,Utilities
2024-11-12,Coursera,1201.61,Education
2024-11-12,Monthly Rent,1168.09,Housing
2024-11-12,Comcast,64.52,Utilities
2024-11-12,McDonald's,78.77,Dining
2024-11-12,Health Insurance,589.15,Healthcare
2024-11-13,Delta Airlines,916.92,Travel
2024-11-13,Shell,126.41,Transport
2024-11-13,Exam Board,521.94,Education
2024-11-13,Shell,51.33,Transport
2024-11-13,Delta Airlines,2035.85,Travel
2024-11-13,Exam Board,739.45,Education
2024-11-13,Starbucks,113.22,Dining
2024-11-13,Amazon,30.11,Shopping
2024-11-14,Shell,104.97,Transport
2024-11-14,Housing Society,1245.35,Housing
2024-11-14,Target,475.49,Shopping
2024-11-14,Monthly Rent,1305.35,Housing
2024-11-14,Electricity Board,76.78,Utilities
2024-11-14,Udemy,1471.42,Education
2024-11-14,Macy's,747.27,Shopping
2024-11-14,Metro Transit,85.76,Transport
2024-11-14,CVS Pharmacy,239.4,Healthcare
2024-11-15,Health Insurance,910.33,Healthcare
2024-11-15,Walmart,14.64,Groceries
2024-11-15,Olive Garden,103.51,Dining
2024-11-16,Udemy,1777.86,Education
2024-11-16,Shell,455.89,Transport
2024-11-16,City Clinic,565.43,Healthcare
2024-11-16,Lyft,159.13,Transport
2024-11-16,Trader Joe's,236.58,Groceries
2024-11-16,Airbnb,1314.41,Travel
2024-11-16,Health Insurance,328.31,Healthcare
2024-11-16,Water Utility,229.48,Utilities
2024-11-16,Netflix,192.2,Entertainment
2024-11-16,Udemy,802.15,Education
2024-11-16,Lyft,98.51,Transport
2024-11-16,Chipotle,91.23,Dining
2024-11-17,Chipotle,161.54,Dining
2024-11-17,McDonald's,45.87,Dining
2024-11-17,Health Insurance,220.49,Healthcare
2024-11-17,Property Mgmt,1033.96,Housing
2024-11-17,Housing Society,1640.17,Housing
2024-11-17,Macy's,461.15,Shopping
2024-11-17,Booking.com,730.88,Travel
2024-11-18,Monthly Rent,1861.18,Housing
2024-11-18,Shell,42.92,Transport
2024-11-18,Housing Society,971.35,Housing
2024-11-18,Coursera,1139.67,Education
2024-11-18,City Clinic,993.93,Healthcare
2024-11-18,Bookstore,136.0,Education
2024-11-18,CVS Pharmacy,1098.43,Healthcare
2024-11-18,CVS Pharmacy,322.05,Healthcare
2024-11-19,Uber,30.94,Transport
2024-11-19,Walmart,263.41,Groceries
2024-11-19,Netflix,104.03,Entertainment
2024-11-19,Metro Transit,92.37,Transport
2024-11-19,Water Utility,171.43,Utilities
2024-11-20,Best Buy,394.81,Shopping
2024-11-20,Property Mgmt,1162.18,Housing
2024-11-20,Spotify,240.63,Entertainment
2024-11-20,Exam Board,901.97,Education
2024-11-20,Whole Foods,39.66,Groceries
2024-11-20,Housing Society,1060.77,Housing
2024-11-20,Target,729.91,Shopping
2024-11-20,Steam,24.5,Entertainment
2024-11-20,Netflix,175.7,Entertainment
2024-11-20,Electricity Board,60.99,Utilities
2024-11-20,Water Utility,55.11,Utilities
2024-11-20,McDonald's,161.17,Dining
2024-11-20,Lyft,100.26,Transport
2024-11-20,Olive Garden,133.29,Dining
2024-11-20,CVS Pharmacy,441.56,Healthcare
2024-11-20,Booking.com,3393.71,Travel
2024-11-20,Amazon,610.58,Shopping
2024-11-21,Spotify,148.03,Entertainment
2024-11-21,AMC Theatres,53.74,Entertainment
2024-11-21,Lyft,160.61,Transport
2024-11-21,Airbnb,593.28,Travel
2024-11-21,Walmart,130.25,Groceries
2024-11-21,Health Insurance,1224.02,Healthcare
2024-11-21,Coursera,721.1,Education
2024-11-21,Chipotle,107.13,Dining
2024-11-21,Costco,130.47,Groceries
2024-11-22,Starbucks,158.05,Dining
2024-11-22,Best Buy,625.23,Shopping
2024-11-22,CVS Pharmacy,483.96,Healthcare
2024-11-22,Best Buy,681.57,Shopping
2024-11-22,City Clinic,94.16,Healthcare
2024-11-22,Costco,196.49,Groceries
2024-11-22,Olive Garden,129.3,Dining
2024-11-22,Electricity Board,241.51,Utilities
2024-11-22,Chipotle,123.89,Dining
2024-11-22,Metro Transit,74.37,Transport
2024-11-22,Health Insurance,209.81,Healthcare
2024-11-23,McDonald's,169.66,Dining
2024-11-23,Delta Airlines,3314.35,Travel
2024-11-23,Chipotle,132.71,Dining
2024-11-23,Gas Provider,143.14,Utilities
2024-11-23,Housing Society,1590.31,Housing
2024-11-23,Trader Joe's,14.81,Groceries
2024-11-23,Comcast,59.17,Utilities
2024-11-23,Walmart,53.79,Groceries
2024-11-23,Costco,79.8,Groceries
2024-11-23,Monthly Rent,1408.71,Housing
2024-11-24,City Clinic,1381.43,Healthcare
2024-11-24,Whole Foods,41.82,Groceries
2024-11-24,Udemy,1573.16,Education
2024-11-24,Macy's,562.26,Shopping
2024-11-24,Trader Joe's,250.25,Groceries
2024-11-24,Udemy,1115.08,Education
2024-11-24,City Clinic,843.53,Healthcare
2024-11-24,LabCorp,1062.71,Healthcare
2024-11-24,Trader Joe's,192.44,Groceries
2024-11-24,Best Buy,69.23,Shopping
2024-11-24,Gas Provider,87.45,Utilities
2024-11-24,Coursera,713.87,Education
2024-11-24,Housing Society,2415.81,Housing
2024-11-25,Marriott,122.19,Travel
2024-11-25,Marriott,802.87,Travel
2024-11-25,Chipotle,66.02,Dining
2024-11-25,Metro Transit,82.88,Transport
2024-11-25,Lyft,20.51,Transport
2024-11-25,Metro Transit,74.87,Transport
2024-11-25,Electricity Board,135.41,Utilities
2024-11-25,Housing Society,2487.08,Housing
2024-11-26,Health Insurance,185.79,Healthcare
2024-11-26,Shell,78.81,Transport
2024-11-26,Marriott,2542.76,Travel
2024-11-26,Netflix,39.81,Entertainment
2024-11-26,Gas Provider,133.81,Utilities
2024-11-26,Gas Provider,216.12,Utilities
2024-11-26,Target,227.18,Shopping
2024-11-26,Exam Board,683.54,Education
2024-11-26,Spotify,110.68,Entertainment
2024-11-26,Udemy,1788.95,Education
2024-11-26,Uber,33.96,Transport
2024-11-26,Chipotle,118.45,Dining
2024-11-26,Macy's,734.61,Shopping
2024-11-27,Airbnb,3333.82,Travel
2024-11-27,LabCorp,785.73,Healthcare
2024-11-27,Health Insurance,251.63,Healthcare
2024-11-27,Spotify,237.69,Entertainment
2024-11-27,Marriott,1533.98,Travel
2024-11-27,Steam,192.6,Entertainment
2024-11-27,Walmart,112.55,Groceries
2024-11-27,Bookstore,1752.69,Education
2024-11-27,Macy's,535.99,Shopping
2024-11-27,Marriott,1365.78,Travel
2024-11-28,Booking.com,2262.32,Travel
2024-11-28,Electricity Board,313.7,Utilities
2024-11-28,Amazon,34.88,Shopping
2024-11-28,Whole Foods,86.34,Groceries
2024-11-28,Best Buy,84.29,Shopping
2024-11-28,Udemy,175.16,Education
2024-11-28,McDonald's,108.42,Dining
2024-11-28,Walmart,26.66,Groceries
2024-11-28,Coursera,1617.64,Education
2024-11-29,Target,527.11,Shopping
2024-11-29,Exam Board,995.69,Education
2024-11-29,Coursera,826.03,Education
2024-11-29,Delta Airlines,2892.08,Travel
2024-11-29,CVS Pharmacy,770.57,Healthcare
2024-11-29,Macy's,302.57,Shopping
2024-11-29,Monthly Rent,2321.06,Housing
2024-11-29,Gas Provider,85.2,Utilities
2024-11-30,Udemy,116.59,Education
2024-11-30,Health Insurance,542.09,Healthcare
2024-11-30,Trader Joe's,269.58,Groceries
2024-11-30,Shell,125.66,Transport
2024-11-30,AMC Theatres,162.14,Entertainment
2024-11-30,Olive Garden,13.0,Dining
2024-11-30,Costco,158.37,Groceries
2024-11-30,AMC Theatres,247.83,Entertainment
2024-11-30,Health Insurance,1212.78,Healthcare
2024-11-30,McDonald's,81.87,Dining
2024-11-30,Exam Board,1329.08,Education
2024-12-01,Netflix,221.64,Entertainment
2024-12-01,McDonald's,150.46,Dining
2024-12-01,McDonald's,127.67,Dining
2024-12-01,Housing Society,1371.71,Housing
2024-12-01,Netflix,55.76,Entertainment
2024-12-01,Chipotle,161.51,Dining
2024-12-01,Airbnb,3124.18,Travel
2024-12-01,Delta Airlines,3559.62,Travel
2024-12-01,Monthly Rent,1346.17,Housing
2024-12-01,Chipotle,78.78,Dining
2024-12-01,Coursera,338.86,Education
2024-12-02,Starbucks,125.52,Dining
2024-12-02,Electricity Board,87.67,Utilities
2024-12-02,Water Utility,191.74,Utilities
2024-12-02,Steam,166.35,Entertainment
2024-12-02,Monthly Rent,1212.74,Housing
2024-12-02,Electricity Board,188.45,Utilities
2024-12-02,Shell,164.08,Transport
2024-12-02,Gas Provider,166.15,Utilities
2024-12-02,Steam,251.01,Entertainment
2024-12-02,Target,779.7,Shopping
2024-12-03,Netflix,64.56,Entertainment
2024-12-03,Uber,8.78,Transport
2024-12-03,Shell,124.58,Transport
2024-12-03,CVS Pharmacy,294.98,Healthcare
2024-12-03,Udemy,1586.44,Education
2024-12-03,Water Utility,120.15,Utilities
2024-12-03,Costco,274.27,Groceries
2024-12-03,Delta Airlines,2720.74,Travel
2024-12-03,Walmart,134.65,Groceries
2024-12-03,AMC Theatres,15.92,Entertainment
2024-12-03,Udemy,403.58,Education
2024-12-04,CVS Pharmacy,267.27,Healthcare
2024-12-04,Starbucks,140.97,Dining
2024-12-04,City Clinic,246.84,Healthcare
2024-12-04,Delta Airlines,2384.97,Travel
2024-12-04,Delta Airlines,1695.88,Travel
2024-12-04,Gas Provider,52.52,Utilities
2024-12-05,Trader Joe's,111.61,Groceries
2024-12-05,Housing Society,2400.05,Housing
2024-12-05,Electricity Board,157.97,Utilities
2024-12-05,Spotify,174.03,Entertainment
2024-12-05,Delta Airlines,918.69,Travel
2024-12-05,Housing Society,1211.7,Housing
2024-12-05,Airbnb,1698.7,Travel
2024-12-05,Olive Garden,165.1,Dining
2024-12-06,Coursera,223.58,Education
2024-12-06,Booking.com,2238.03,Travel
2024-12-06,Costco,103.2,Groceries
2024-12-06,Walmart,83.31,Groceries
2024-12-06,CVS Pharmacy,258.26,Healthcare
2024-12-06,Monthly Rent,2522.39,Housing
2024-12-07,Exam Board,1103.73,Education
2024-12-07,Macy's,251.76,Shopping
2024-12-07,Olive Garden,124.07,Dining
2024-12-07,Netflix,182.88,Entertainment
2024-12-07,Trader Joe's,43.67,Groceries
2024-12-07,Water Utility,115.5,Utilities
2024-12-07,Booking.com,2368.24,Travel
2024-12-07,LabCorp,1189.51,Healthcare
2024-12-07,Comcast,286.53,Utilities
2024-12-08,Macy's,201.42,Shopping
2024-12-08,Delta Airlines,2779.55,Travel
2024-12-08,Property Mgmt,1756.63,Housing
2024-12-08,Electricity Board,180.61,Utilities
2024-12-08,Booking.com,1906.67,Travel
2024-12-08,Coursera,56.07,Education
2024-12-08,Macy's,237.25,Shopping
2024-12-08,Uber,108.12,Transport
2024-12-08,Exam Board,1266.84,Education
2024-12-09,Target,237.51,Shopping
2024-12-09,Best Buy,173.72,Shopping
2024-12-09,Gas Provider,256.12,Utilities
2024-12-09,Lyft,130.63,Transport
2024-12-09,Trader Joe's,184.77,Groceries
2024-12-09,Monthly Rent,2267.91,Housing
2024-12-09,Whole Foods,266.65,Groceries
2024-12-09,Chipotle,93.2,Dining
2024-12-09,Housing Society,952.61,Housing
2024-12-09,McDonald's,103.95,Dining
2024-12-09,Health Insurance,370.49,Healthcare
2024-12-09,Water Utility,271.21,Utilities
2024-12-10,Gas Provider,208.88,Utilities
2024-12-10,Health Insurance,800.38,Healthcare
2024-12-10,Metro Transit,165.4,Transport
2024-12-10,Bookstore,830.0,Education
2024-12-10,McDonald's,130.01,Dining
2024-12-10,Costco,225.94,Groceries
2024-12-10,Coursera,834.97,Education
2024-12-10,Lyft,131.31,Transport
2024-12-10,Metro Transit,73.36,Transport
2024-12-10,Starbucks,22.4,Dining
2024-12-11,Electricity Board,358.7,Utilities
2024-12-11,Spotify,102.71,Entertainment
2024-12-11,Monthly Rent,1799.33,Housing
2024-12-11,CVS Pharmacy,798.1,Healthcare
2024-12-11,Coursera,1105.05,Education
2024-12-11,Water Utility,72.24,Utilities
2024-12-11,Uber,54.3,Transport
2024-12-12,Olive Garden,52.21,Dining
2024-12-12,Marriott,3011.32,Travel
2024-12-12,Netflix,107.89,Entertainment
2024-12-12,Gas Provider,176.87,Utilities
2024-12-12,Monthly Rent,2343.61,Housing
2024-12-12,Housing Society,943.65,Housing
2024-12-12,LabCorp,1345.18,Healthcare
2024-12-12,Lyft,179.18,Transport
2024-12-12,Gas Provider,203.3,Utilities
2024-12-12,Spotify,124.12,Entertainment
2024-12-13,Best Buy,322.18,Shopping
2024-12-13,Electricity Board,191.16,Utilities
2024-12-13,Whole Foods,206.56,Groceries
2024-12-13,Bookstore,501.8,Education
2024-12-13,Health Insurance,464.51,Healthcare
2024-12-13,Water Utility,67.2,Utilities
2024-12-13,Property Mgmt,1496.95,Housing
2024-12-13,Macy's,160.92,Shopping
2024-12-13,Trader Joe's,262.03,Groceries
2024-12-13,CVS Pharmacy,1352.5,Healthcare
2024-12-13,Comcast,311.37,Utilities
2024-12-13,Coursera,640.96,Education
2024-12-13,Lyft,122.29,Transport
2024-12-13,Coursera,1100.18,Education
2024-12-14,Amazon,75.38,Shopping
2024-12-14,Housing Society,2192.24,Housing
2024-12-14,Comcast,218.07,Utilities
2024-12-14,Housing Society,1293.67,Housing
2024-12-14,Costco,795.28,Groceries
2024-12-14,Costco,211.16,Groceries
2024-12-14,Netflix,231.62,Entertainment
2024-12-14,Olive Garden,75.45,Dining
2024-12-15,City Clinic,360.77,Healthcare
2024-12-15,Best Buy,665.25,Shopping
2024-12-15,Whole Foods,925.1,Groceries
2024-12-15,Delta Airlines,1986.74,Travel
2024-12-15,Monthly Rent,1383.57,Housing
2024-12-15,Costco,277.5,Groceries
2024-12-15,Netflix,106.01,Entertainment
2024-12-15,Water Utility,245.29,Utilities
2024-12-15,Lyft,164.13,Transport
2024-12-15,Steam,178.98,Entertainment
2024-12-15,Macy's,696.71,Shopping
2024-12-15,Delta Airlines,2042.9,Travel
2024-12-15,Macy's,51.21,Shopping
2024-12-16,Booking.com,1007.15,Travel
2024-12-16,City Clinic,711.54,Healthcare
2024-12-16,Steam,195.59,Entertainment
2024-12-16,City Clinic,1070.77,Healthcare
2024-12-16,Netflix,163.6,Entertainment
2024-12-16,Uber,127.92,Transport
2024-12-16,Best Buy,49.98,Shopping
2024-12-16,Target,579.54,Shopping
2024-12-16,Costco,166.8,Groceries
2024-12-16,CVS Pharmacy,430.99,Healthcare
2024-12-16,Spotify,162.66,Entertainment
2024-12-16,Starbucks,41.0,Dining
2024-12-17,Costco,204.41,Groceries
2024-12-17,Walmart,136.73,Groceries
2024-12-17,Comcast,71.69,Utilities
2024-12-17,City Clinic,119.38,Healthcare
2024-12-17,Comcast,310.48,Utilities
2024-12-17,Macy's,317.13,Shopping
2024-12-17,Electricity Board,94.07,Utilities
2024-12-17,Steam,100.51,Entertainment
2024-12-17,Whole Foods,173.1,Groceries
2024-12-18,Booking.com,2607.69,Travel
2024-12-18,Monthly Rent,1118.81,Housing
2024-12-18,Housing Society,1283.94,Housing
2024-12-18,Electricity Board,79.61,Utilities
2024-12-18,Housing Society,1839.94,Housing
2024-12-18,McDonald's,143.49,Dining
2024-12-18,LabCorp,1120.54,Healthcare
2024-12-18,Marriott,2508.17,Travel
2024-12-18,Spotify,198.76,Entertainment
2024-12-18,Comcast,159.51,Utilities
2024-12-18,Lyft,126.23,Transport
2024-12-19,Property Mgmt,1904.25,Housing
2024-12-19,Lyft,129.29,Transport
2024-12-19,Monthly Rent,996.22,Housing
2024-12-19,Whole Foods,270.13,Groceries
2024-12-19,Coursera,228.02,Education
2024-12-20,Metro Transit,175.7,Transport
2024-12-20,Whole Foods,225.97,Groceries
2024-12-20,Spotify,118.49,Entertainment
2024-12-20,Metro Transit,62.15,Transport
2024-12-20,Gas Provider,78.96,Utilities
2024-12-20,Macy's,28.89,Shopping
2024-12-20,Olive Garden,84.95,Dining
2024-12-20,Shell,100.94,Transport
2024-12-20,Coursera,436.69,Education
2024-12-20,Steam,155.41,Entertainment
2024-12-20,Lyft,33.52,Transport
2024-12-21,Uber,66.75,Transport
2024-12-21,Target,563.65,Shopping
2024-12-21,LabCorp,464.06,Healthcare
2024-12-21,Netflix,228.43,Entertainment
2024-12-21,Olive Garden,44.33,Dining
2024-12-21,Exam Board,1132.78,Education
2024-12-21,Gas Provider,98.48,Utilities
2024-12-21,Marriott,1107.49,Travel
2024-12-21,Delta Airlines,2162.76,Travel
2024-12-22,Property Mgmt,1272.03,Housing
2024-12-22,Costco,200.0,Groceries
2024-12-22,Bookstore,901.24,Education
2024-12-22,Walmart,51.97,Groceries
2024-12-22,City Clinic,934.98,Healthcare
2024-12-22,Shell,105.05,Transport
2024-12-22,CVS Pharmacy,73.07,Healthcare
2024-12-22,McDonald's,116.7,Dining
2024-12-22,Steam,98.51,Entertainment
2024-12-22,Udemy,1267.02,Education
2024-12-22,Chipotle,19.62,Dining
2024-12-22,City Clinic,443.93,Healthcare
2024-12-23,Metro Transit,163.69,Transport
2024-12-23,Marriott,397.77,Travel
2024-12-23,Costco,126.81,Groceries
2024-12-23,Housing Society,2552.66,Housing
2024-12-23,Bookstore,736.62,Education
2024-12-23,Chipotle,158.43,Dining
2024-12-23,Amazon,740.37,Shopping
2024-12-23,Delta Airlines,1578.29,Travel
2024-12-24,Electricity Board,248.13,Utilities
2024-12-24,Delta Airlines,2665.39,Travel
2024-12-24,Coursera,1482.37,Education
2024-12-24,Property Mgmt,1948.1,Housing
2024-12-24,Electricity Board,147.96,Utilities
2024-12-24,Airbnb,3201.99,Travel
2024-12-24,Bookstore,772.17,Education
2024-12-24,McDonald's,118.6,Dining
2024-12-24,Walmart,190.11,Groceries
2024-12-24,Bookstore,469.36,Education
2024-12-24,Walmart,268.47,Groceries
2024-12-24,Monthly Rent,1605.59,Housing
2024-12-24,Water Utility,223.68,Utilities
2024-12-24,Target,393.43,Shopping
2024-12-25,Gas Provider,69.2,Utilities
2024-12-25,Delta Airlines,1999.46,Travel
2024-12-25,Comcast,136.25,Utilities
2024-12-25,McDonald's,40.49,Dining
2024-12-25,Amazon,66.62,Shopping
2024-12-26,Best Buy,696.65,Shopping
2024-12-26,Olive Garden,37.3,Dining
2024-12-26,Booking.com,1465.34,Travel
2024-12-26,Delta Airlines,566.75,Travel
2024-12-26,Chipotle,138.16,Dining
2024-12-26,McDonald's,43.69,Dining
2024-12-26,Gas Provider,47.9,Utilities
2024-12-27,CVS Pharmacy,489.01,Healthcare
2024-12-27,Gas Provider,242.66,Utilities
2024-12-27,Booking.com,1076.11,Travel
2024-12-27,McDonald's,148.01,Dining
2024-12-27,Marriott,2655.2,Travel
2024-12-27,Water Utility,280.84,Utilities
2024-12-28,Delta Airlines,7304.13,Travel
2024-12-28,AMC Theatres,170.77,Entertainment
2024-12-28,Starbucks,60.41,Dining
2024-12-28,Macy's,555.74,Shopping
2024-12-28,Best Buy,515.43,Shopping
2024-12-28,Housing Society,1998.42,Housing
2024-12-28,LabCorp,898.93,Healthcare
2024-12-28,Target,42.52,Shopping
2024-12-28,AMC Theatres,84.46,Entertainment
2024-12-29,Airbnb,1661.43,Travel
2024-12-29,Chipotle,126.8,Dining
2024-12-29,AMC Theatres,239.63,Entertainment
2024-12-29,City Clinic,1372.22,Healthcare
2024-12-29,AMC Theatres,24.93,Entertainment
2024-12-29,Target,264.52,Shopping
2024-12-29,LabCorp,222.98,Healthcare
2024-12-29,Netflix,122.81,Entertainment
2024-12-29,Property Mgmt,969.35,Housing
2024-12-30,Health Insurance,164.79,Healthcare
2024-12-30,Steam,115.42,Entertainment
2024-12-30,Metro Transit,51.5,Transport
2024-12-30,Housing Society,1875.8,Housing
2024-12-30,Electricity Board,154.31,Utilities
2024-12-30,City Clinic,223.48,Healthcare
2024-12-30,Spotify,134.59,Entertainment
2024-12-30,AMC Theatres,243.09,Entertainment
2024-12-30,Spotify,138.48,Entertainment
2024-12-30,Property Mgmt,1588.62,Housing
2024-12-30,Udemy,1122.95,Education
2024-12-30,Health Insurance,869.2,Healthcare
2024-12-31,AMC Theatres,86.74,Entertainment
2024-12-31,Target,416.2,Shopping
2024-12-31,Exam Board,470.14,Education
2024-12-31,LabCorp,402.19,Healthcare
2024-12-31,Health Insurance,781.42,Healthcare
2024-12-31,Marriott,2287.53,Travel
2024-12-31,Costco,247.89,Groceries
2024-12-31,Whole Foods,14.11,Groceries
2025-01-01,Exam Board,712.91,Education
2025-01-01,Airbnb,3276.7,Travel
2025-01-01,City Clinic,653.44,Healthcare
2025-01-01,Airbnb,3232.34,Travel
2025-01-01,Chipotle,88.64,Dining
2025-01-02,Chipotle,45.04,Dining
2025-01-02,McDonald's,153.19,Dining
